Handle,Title,Body (HTML),Vendor,Product Category,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / Condition,Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Sweden,Status
1615-47-088,Svanefors A&E Kappmtv Blå 45cm,"Ge ditt hem en stilren uppgradering med denna klassiska kappmetervara i ett fräscht mönster. Med ett praktiskt multiband i ovankant kan du enkelt hänga upp gardinen med fingerkrokar, räkor eller direkt på en stång, vilket ger dig frihet att välja hur du vill att den ska falla. Den vita kantbandet både upptill och nedtill ger en elegant finish, och med en höjd på 45 cm passar den perfekt i många rum. Observera att vi inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, eftersom tyget klipps efter din specifikation. Ge ditt rum en personlig touch med denna stiliga gardin!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-010,79.0,shopify,21,continue,manual,199,199,TRUE,TRUE,7332623175357,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-008.jpg,1,Svanefors A&E Kappmtv Blå 45cm,FALSE,Svanefors A&E Kappmtv Blå 45cm | Nordic Details,"Uppgradera ditt hem med vår klassiska kappmetervara! Enkel att hänga, elegant finish och perfekt höjd. Skapa din unika stil idag!",female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-008.jpg,g,se_vat_25,77,TRUE,active
1615-47-105,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-008_1.jpg,2,,,,,,,,,,,,,,
1616-01-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-008_2.jpg,3,,,,,,,,,,,,,,
1616-20-124,Svanefors A&E Kappmtv Blå 50cm,"Ge ditt hem en stilren uppgradering med vår gardinkappa i ett klassiskt tryckt mönster. Denna metervara är 50 cm bred och har ett praktiskt multiband i ovankanten, vilket ger dig friheten att hänga den med fingerkrokar, räkor eller direkt på en stång. Oavsett vilket utseende du vill skapa, kan du enkelt anpassa veck och fall efter din smak. Observera att vi tyvärr inte kan ta emot returer på specialbeställningar, inklusive gardintyg och metervaror, då vi klipper tyget efter dina specifikationer. Ge ditt rum en personlig touch med denna eleganta gardinkappa!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-011,88.0,shopify,21,continue,manual,349,349,TRUE,TRUE,7330976100873,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088.jpg,1,Svanefors A&E Kappmtv Blå 50cm,FALSE,Svanefors A&E Kappmtv Blå 50cm | Nordic Details,Uppgradera ditt hem med vår stiliga gardinkappa i klassiskt mönster. Anpassa enkelt veck och fall för en personlig touch!,female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088.jpg,g,se_vat_25,134,TRUE,active
1617-01-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/6726-08-088/1600780390280/6726-08-088.jpg,2,,,,,,,,,,,,,,
1617-19-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088_1.png,3,,,,,,,,,,,,,,
1618-00-008,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/6726-08-088/1600780417842/6726-08-088_2.jpg,4,,,,,,,,,,,,,,
1618-00-999,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088_2.jpg,5,,,,,,,,,,,,,,
1618-20-008,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088_3.jpg,6,,,,,,,,,,,,,,
1618-20-999,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-008.jpg,1,,,,,,,,,,,,,,
1618-47-008,Svanefors A&E Kappmtv Blå 50cm,"Ge ditt hem en fräsch och stilren look med denna gardinkappa i ett klassiskt tryckt mönster. Den är 50 cm bred och kommer i metervara, vilket ger dig möjlighet att anpassa längden efter dina behov. Med det smarta multibandet i ovankanten kan du enkelt hänga upp gardinen med fingerkrokar, räkor eller direkt på en stång, vilket ger dig frihet att välja hur du vill att den ska falla. Observera att vi tyvärr inte kan ta emot returer på specialbeställningar som gardintyg och metervaror, eftersom vi klipper tyget efter dina specifikationer. Ge ditt rum en personlig touch med denna eleganta gardinkappa!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-012,88.0,shopify,21,continue,manual,349,349,TRUE,TRUE,7332623338820,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088.jpg,1,Svanefors A&E Kappmtv Blå 50cm,FALSE,Svanefors A&E Kappmtv Blå 50cm | Nordic Details,Ge ditt hem en stilren look med vår anpassningsbara gardinkappa i klassiskt mönster. Enkel att hänga upp och perfekt för att skapa en personlig touch!,female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-008.jpg,g,se_vat_25,134,TRUE,active
1618-47-999,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/6726-08-088/1600780390280/6726-08-088.jpg,2,,,,,,,,,,,,,,
1619-82-002,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088_1.png,3,,,,,,,,,,,,,,
1619-87-002,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/6726-08-088/1600780417842/6726-08-088_2.jpg,4,,,,,,,,,,,,,,
1620-68-002,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088_2.jpg,5,,,,,,,,,,,,,,
1620-96-002,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-088_3.jpg,6,,,,,,,,,,,,,,
1620-98-002,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-008.jpg,1,,,,,,,,,,,,,,
1621-00-124,Svanefors A&E Kappmtv Denim 50cm,"Ge ditt hem en stilren uppgradering med denna gardinkappa i ett klassiskt tryckt mönster. Den är 50 cm bred och kommer i en vacker mellanblå nyans. Med sitt smarta multiband i ovankanten kan du enkelt hänga upp gardinen med fingerkrokar, räkor eller direkt på en stång, vilket ger dig frihet att välja hur du vill att den ska falla. Den fållade nederkanten ger en snygg finish. Observera att vi tyvärr inte kan ta emot returer på specialbeställningar, inklusive metervara, då tyget klipps efter din specifikation. Ge ditt rum en personlig touch med denna eleganta gardinkappa!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-013,88.0,shopify,21,continue,manual,349,349,TRUE,TRUE,7332623408455,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-188.jpg,1,Svanefors A&E Kappmtv Denim 50cm,FALSE,Svanefors A&E Kappmtv Denim 50cm | Nordic Details,Uppgradera ditt hem med en stilren mellanblå gardinkappa. Enkel att hänga upp och ger en elegant finish. Perfekt för en personlig touch!,female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-188.jpg,g,se_vat_25,134,TRUE,active
1621-47-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-188_1.jpg,2,,,,,,,,,,,,,,
1622-00-008,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-188_2.jpg,3,,,,,,,,,,,,,,
1622-00-124,Svanefors A&E Kappmtv Röd 45cm,"Ge ditt hem en fräsch och stilren känsla med denna klassiska kappmetervara i ett nytt, spännande mönster. Med en höjd på 45 cm och ett elegant grönt kantband både upptill och nedtill, blir denna gardin ett vackert inslag i ditt rum. Den flexibla multibandslösningen gör det enkelt att hänga upp gardinen med fingerkrokar, räkor eller direkt på en stång, så att du kan skapa det perfekta fallet och vecket som passar just din stil. Observera att vi inte kan ta emot returer på specialbeställningar av gardintyg och metervaror, då tyget klipps efter din önskade längd. Ge ditt hem en personlig touch med denna unika gardin!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-014,79.0,shopify,21,continue,manual,199,199,TRUE,TRUE,7332623175364,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-004.jpg,1,Svanefors A&E Kappmtv Röd 45cm,FALSE,Svanefors A&E Kappmtv Röd 45cm | Nordic Details,Ge ditt hem en stilren känsla med vår klassiska kappmetervara. Elegant grönt kantband och flexibel upphängning för perfekt passform.,female,adult,new,röd,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-004.jpg,g,se_vat_25,77,TRUE,active
1623-47-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-004_1.jpg,2,,,,,,,,,,,,,,
1624-47-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-004_3.jpg,3,,,,,,,,,,,,,,
1625-47-177,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-04-004_4.jpg,4,,,,,,,,,,,,,,
1626-47-999,Svanefors A&E Kappmtv Röd 50cm,"Ge ditt hem en fräsch och stilren look med denna gardinkappa i ett klassiskt tryckt mönster. Den är 50 cm bred och kommer i metervara, vilket ger dig möjlighet att anpassa längden efter dina behov. Med ett smart multiband i ovankanten kan du enkelt hänga upp gardinen med fingerkrokar, räkor eller direkt på en stång, vilket ger dig frihet att välja hur du vill att den ska falla. Observera att vi tyvärr inte kan ta emot returer på specialbeställningar som gardintyg och metervaror, eftersom tyget klipps efter din specifikation. Förvandla ditt rum med denna eleganta gardinkappa!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-015,88.0,shopify,21,continue,manual,349,349,TRUE,TRUE,7332623338813,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-004.jpg,1,Svanefors A&E Kappmtv Röd 50cm,FALSE,Svanefors A&E Kappmtv Röd 50cm | Nordic Details,Ge ditt hem en stilren look med vår anpassningsbara gardinkappa i klassiskt mönster. Enkel att hänga upp och perfekt för ditt unika rum!,female,adult,new,röd,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-004.jpg,g,se_vat_25,134,TRUE,active
1627-47-005,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-004_1.jpg,2,,,,,,,,,,,,,,
1628-47-999,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-004_2.jpg,3,,,,,,,,,,,,,,
1629-00-177,Svanefors A&E Kappmtv Rost 50cm,"Ge ditt hem en stilren uppgradering med denna gardinkappa i ett klassiskt tryckt mönster. Den är 50 cm bred och kommer i metervara, vilket ger dig möjlighet att anpassa längden efter dina behov. Med ett smart multiband i ovankanten kan du enkelt hänga upp gardinen med fingerkrokar, räkor eller direkt på en stång, vilket ger dig frihet att välja hur du vill att den ska falla. Observera att vi tyvärr inte kan ta emot returer på specialbeställningar som gardintyg och metervaror, eftersom tyget klipps efter din specifikation. Ge ditt rum en personlig touch med denna eleganta gardinkappa!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-016,88.0,shopify,21,continue,manual,349,349,TRUE,TRUE,7332623406567,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/6726-08-061/1642498276258/6726-08-061.jpg,1,Svanefors A&E Kappmtv Rost 50cm,FALSE,Svanefors A&E Kappmtv Rost 50cm | Nordic Details,Uppgradera ditt hem med vår stiliga gardinkappa i klassiskt mönster. Anpassa längden enkelt och ge ditt rum en personlig touch!,female,adult,new,brun,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/6726-08-061/1642498276258/6726-08-061.jpg,g,se_vat_25,134,TRUE,active
1629-20-177,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/6726-08-061/1642498276567/6726-08-061_1.jpg,2,,,,,,,,,,,,,,
1629-47-177,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-061.jpg,3,,,,,,,,,,,,,,
1630-00-008,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-061_1.jpg,4,,,,,,,,,,,,,,
1630-20-008,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/6726-08-061/1642498262900/6726-08-061_2.jpg,5,,,,,,,,,,,,,,
1630-47-008,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-08-061_2.jpg,6,,,,,,,,,,,,,,
1631-73-124,Svanefors A&E Kuddfodral Blå 45x45cm,"Ge ditt hem en stilren uppgradering med detta klassiska kuddfodral i en fräsch ny tappning. Med en praktisk dragkedja i nederkant är det både enkelt att använda och snyggt. Måtten på 45x45 cm gör det perfekt för att skapa en inbjudande atmosfär. För ett fylligare utseende rekommenderas en innerkudde på ca 50x50 cm, som köps separat. 

Kuddfodralet är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket innebär att det är testat och fritt från skadliga ämnen för både din hälsa och miljön. Låt detta eleganta mönster bli en del av din inredning och njut av både stil och trygghet!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-017,73.0,shopify,108,continue,manual,299,299,TRUE,TRUE,7330976100897,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088.jpg,1,Svanefors A&E Kuddfodral Blå 45x45cm,FALSE,Svanefors A&E Kuddfodral Blå 45x45cm | Nordic Details,"Uppgradera ditt hem med vårt stiliga kuddfodral! Praktisk dragkedja, OEKO-TEX-certifierat och perfekt för en inbjudande atmosfär.",female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088.jpg,g,se_vat_25,115,TRUE,active
1631-73-177,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088_4m.jpg,2,,,,,,,,,,,,,,
1631-85-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088_8.jpg,3,,,,,,,,,,,,,,
1631-85-177,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088_9.jpg,4,,,,,,,,,,,,,,
1632-73-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-008.jpg,1,,,,,,,,,,,,,,
1632-73-177,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-008_2.jpg,2,,,,,,,,,,,,,,
1632-83-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-008_1m.jpg,3,,,,,,,,,,,,,,
1632-83-177,Svanefors A&E Kuddfodral Blå 45x45cm,"Ge ditt hem en fräsch och stilren känsla med detta klassiska kuddfodral i en ny och modern design. Med en praktisk dragkedja i nederkant är det enkelt att byta ut innerkudden, som säljs separat. För ett fylligare utseende rekommenderar vi att du väljer en innerkudde i storlek 50x50 cm. 

Detta kuddfodral är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket innebär att det är noggrant testat och fritt från skadliga ämnen för både din hälsa och miljön. 

Mått: 45x45 cm. Låt detta eleganta kuddfodral bli en del av din inredning och skapa en mysig atmosfär i ditt hem!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-018,73.0,shopify,108,continue,manual,299,299,TRUE,TRUE,7332623171649,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088.jpg,1,Svanefors A&E Kuddfodral Blå 45x45cm,FALSE,Svanefors A&E Kuddfodral Blå 45x45cm | Nordic Details,"Ge ditt hem en stilren känsla med vårt klassiska kuddfodral. Certifierat OEKO-TEX®, enkelt att byta innerkudde. Skapa en mysig atmosfär!",female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-008.jpg,g,se_vat_25,115,TRUE,active
1633-00-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088_4m.jpg,2,,,,,,,,,,,,,,
1633-47-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088_8.jpg,3,,,,,,,,,,,,,,
1511-73-177,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-088_9.jpg,4,,,,,,,,,,,,,,
1559-20-133,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-008.jpg,1,,,,,,,,,,,,,,
1566-82-124,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-008_2.jpg,2,,,,,,,,,,,,,,
1588-46-062,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-008_1m.jpg,3,,,,,,,,,,,,,,
1590-47-062,Svanefors A&E Kuddfodral Denim 45x45cm,"Ge ditt hem en fräsch och stilren känsla med detta klassiska kuddfodral i en modern tolkning. Med en praktisk dragkedja i nederkant är det både enkelt att använda och snyggt. Måtten på 45x45 cm gör det perfekt för att skapa en inbjudande atmosfär, och för ett fylligare utseende rekommenderas en innerkudde på ca 50x50 cm (säljs separat). 

Kuddfodralet är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket innebär att det är noggrant testat och fritt från skadliga ämnen för både din hälsa och miljön. Låt detta mönstrade fodral bli en del av din inredning och njut av både stil och trygghet!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-019,73.0,shopify,108,continue,manual,299,299,TRUE,TRUE,7332623408479,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-188.jpg,1,Svanefors A&E Kuddfodral Denim 45x45cm,FALSE,Svanefors A&E Kuddfodral Denim 45x45cm | Nordic Details,"Ge ditt hem en stilren känsla med vårt klassiska kuddfodral. Certifierat och praktiskt, perfekt för en inbjudande atmosfär!",female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-188.jpg,g,se_vat_25,115,TRUE,active
1598-47-062,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-188_3m.jpg,2,,,,,,,,,,,,,,
1334-49-110,Svanefors A&E Kuddfodral Röd 45x45cm,"Ge ditt hem en fräsch och stilren känsla med detta klassiska kuddfodral i en ny och spännande design. Med en praktisk dragkedja i nederkant är det enkelt att byta ut innerkudden, som säljs separat. För ett fylligare utseende rekommenderar vi att du väljer en innerkudde på cirka 50x50 cm. 

Detta kuddfodral är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket innebär att det är noggrant testat och fritt från skadliga ämnen för både din hälsa och miljön. 

Mått: 45x45 cm. Låt detta vackra kuddfodral bli en del av din inredning och skapa en mysig atmosfär i ditt hem!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-020,73.0,shopify,108,continue,manual,299,299,TRUE,TRUE,7332623171656,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-004.jpg,1,Svanefors A&E Kuddfodral Röd 45x45cm,FALSE,Svanefors A&E Kuddfodral Röd 45x45cm | Nordic Details,"Ge ditt hem en stilren känsla med vårt klassiska kuddfodral. Certifierat OEKO-TEX®, enkelt att byta innerkudde. Skapa en mysig atmosfär!",female,adult,new,röd,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/6726-47-004.jpg,g,se_vat_25,115,TRUE,active
