Brand,Name,Availability,Description,Details,Over Category,Subcategory,ID,Related IDs,Images,Meta Title,Meta Description,Artikel Nummer
Koti,Trädgård-keramikburk,Finns Lager,"<div>En burk i keramik med bambulock och tätning i silikon. Till förvaring i köket och i trädgården. Utan lock fungerar burken även utmärkt som kruka för t.ex. örter. Keramiska delen tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50051577,Produktinformation_Material_Keramik, bambu, silikon,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_11 x 12 x 11 cm,Produktinformation_Vikt_0,625 kg,Produktinformation_EAN_6416550225864",Inreda,Bruksföremål,50051577,"50051576,50051574,50051575","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_01_webstore_aqetzb.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_07_webstore_dvvdzx.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_10_webstore_d5kzsh.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_06_webstore_d0ltko.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_01_webstore_aqetzb.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_02_webstore_dywqlz.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051577_03_webstore_quaddu.jpg?_i=AB",Koti Trädgård-keramikburk | NordicDetails.se,"En burk i keramik med bambulock och tätning i silikon. Till förvaring i köket och i trädgården. Utan lock fungerar burken även utmärkt som kruka för t.ex. örter. Keramiska delen tål ugn, mikro och diskmaskin.",50051577
Koti,Serveringsfat sand 20 x 35 cm,Finns Lager,"<div>Ett rektangulärt serveringsfat i den beige nyansen sand. Tålig och hållbar keramik. Storlek 35 x 20 cm. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50050918,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_34,5 x 2,5 x 20 cm,Produktinformation_Vikt_0,71 kg,Produktinformation_EAN_6416550227899,Produktinformation_Ursprungsland_Kina",Duka,Serveringskärl,50050918,"50050916,50050917,50050913,50050922,50050919,50050920,50050912,50050759,50050758,50050925,50050924","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/50050918_01_webstore_md00pj.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/50050918_02_webstore_gd5cph.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/50050918_03_webstore_b2wmf7.jpg?_i=AB",Koti Serveringsfat sand 20 x 35 cm | NordicDetails.se,"Ett rektangulärt serveringsfat i den beige nyansen sand. Tålig och hållbar keramik. Storlek 35 x 20 cm. Tål ugn, mikro och diskmaskin.",50050918
Koti,Kvadratform vit 20 cm,Finns Lager,<div>No Description Available</div>,"Produktinformation_Art._nummer_50057000,Produktinformation_Material_Keramik,Produktinformation_Volym_1,25 L,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_20 x 6 x 20 cm,Produktinformation_Vikt_0,7 kg,Produktinformation_EAN_6416550203442",Kök,Ugnsformar,50057000,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057000_01_webstore_wzl8kd.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057000_07_webstore_ywmsan.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057000_10_webstore_skqzv3.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057000_09_webstore_avkztj.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057000_08_webstore_jll25k.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057000_05_webstore_najmxf.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057000_06_webstore_cgee47.jpg?_i=AB",Koti Kvadratform vit 20 cm | NordicDetails.se,No Meta Description Available,50057000
Koti,"Fiskform vit 2,5 liter",Finns Lager,"<div>En avlång, vit keramikform perfekt för fisk. Formen rymmer 2,5 liter. Tål ugn, mikro och maskindisk.</div>","Produktinformation_Art._nummer_50057300,Produktinformation_Material_Keramik,Produktinformation_Volym_2,5 L,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_41 x 18 x 5,6 cm,Produktinformation_Vikt_1,6 kg,Produktinformation_EAN_6416550203473",Kök,Ugnsformar,50057300,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057300_01_webstore_vfpunl.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057300_03_webstore_sa3hli.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057300_04_webstore_eafvc4.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057300_05_webstore_kxqcuo.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057300_06_webstore_lhb6tq.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057300_05_webstore_omvpou.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057300_06_webstore_re20hl.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057300_07_webstore_qfxsxi.jpg?_i=AB","Koti Fiskform vit 2,5 liter | NordicDetails.se","En avlång, vit keramikform perfekt för fisk. Formen rymmer 2,5 liter. Tål ugn, mikro och maskindisk.",50057300
Koti,Lasagneform vit,Finns Lager,<div>No Description Available</div>,"Produktinformation_Art._nummer_50057200,Produktinformation_Material_Keramik,Produktinformation_Volym_3,5 L,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_32 x 8 x 22 cm,Produktinformation_Vikt_1,8 kg,Produktinformation_EAN_6416550203466",Kök,Ugnsformar,50057200,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057200_01_webstore_blxnre.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057200_02_webstore_icup3n.jpg?_i=AB",Koti Lasagneform vit | NordicDetails.se,No Meta Description Available,50057200
Koti,Rund form 20 cm,Finns Lager,<div>No Description Available</div>,"Produktinformation_Art._nummer_50057055,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_20 x 7 x 20 cm,Produktinformation_Vikt_0,63 kg,Produktinformation_EAN_6416550699115",Kök,Ugnsformar,50057055,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057055_01_webstore_aln2hu.jpg?_i=AB",Koti Rund form 20 cm | NordicDetails.se,No Meta Description Available,50057055
Koti,Kvadratform vit 14 cm,Ej Lager,<div>No Description Available</div>,"Produktinformation_Art._nummer_50056995,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_14 x 6 x 14 cm,Produktinformation_Vikt_0,44 kg,Produktinformation_EAN_6416550691614",Kök,Ugnsformar,50056995,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056995_02_webstore_ushmmm.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056995_01_webstore_jtaer9.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056995_05_webstore_dwkq6c.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056995_04_webstore_opusj5.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056995_06_webstore_vcql77.jpg?_i=AB",Koti Kvadratform vit 14 cm | NordicDetails.se,No Meta Description Available,50056995
Koti,Kanna vit,Ej Lager,<div>No Description Available</div>,"Produktinformation_Art._nummer_50057958,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_17 x 14 x 12 cm,Produktinformation_Vikt_0,66 kg,Produktinformation_EAN_6416550694219",Duka,Serveringskärl,50057958,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057958_01_webstore_dq1ruo.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057958_02_webstore_szib5e.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50057958_03_webstore_eotfr5.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057958_07_webstore_nbpzwc.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057958_06_webstore_nkkbzc.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50057958_05_webstore_wvfdrf.jpg?_i=AB",Koti Kanna vit | NordicDetails.se, ,50057958
Koti,Domherre-kanna 1 l,Finns Lager,<div>No Description Available</div>,"Produktinformation_Art._nummer_50059600,Produktinformation_Material_Keramik,Produktinformation_Volym_1 l,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_17 x 14 x 9,5 cm,Produktinformation_Vikt_0,6 kg,Produktinformation_EAN_6416550712562",Duka,Serveringskärl,50059600,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50059600_01_webstore_raw6sc.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50059600_02_webstore_ojkk77.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50059600_05_webstore_mtfebn.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50059600_06_webstore_ien0kn.jpg?_i=AB",Koti Domherre-kanna 1 l | NordicDetails.se,No Meta Description Available,50059600
Mumin,Picknick kanna och 4 muggar,Ej Lager,"<div>En genomskinlig kanna i pp-plast med rött lock. Kannan rymmer 9 dl och inuti kannan finns det fyra muggar à 2,25 dl i grönt, gult, rött och blått. Kannan är dekorerad med muminmotiv i klara färger. Ej i mikrovågsugn. Handdisk rekommenderas.</div>","Produktinformation_Art._nummer_61282911,Produktinformation_Material_Plast (PP),Produktinformation_Volym_1l, 2,25dl,Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Mått_15 x 17 x 9 cm,Produktinformation_Vikt_0,2 kg,Produktinformation_EAN_6416550217456",Duka,Serveringskärl,61282911,"61273027,61273042,61273041,61256214","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61282911_01_webstore_ihapbj.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61282911_03_webstore_cbuzce.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61282911_02_webstore_gesyyb.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61282911_01_webstore_mh5rwl.jpg?_i=AB",Mumin Picknick kanna och 4 muggar | NordicDetails.se,"En genomskinlig kanna i pp-plast med rött lock. Kannan rymmer 9 dl och inuti kannan finns det fyra muggar à 2,25 dl i grönt, gult, rött och blått. Kannan är dekorerad med muminmotiv i klara färger. Ej i mikrovågsugn. Handdisk rekommenderas.",61282911
Koti,Serveringsfat 34 cm,Ej Lager,"<div>Ett vitt serveringsfat i keramik i den tidlösa KOTI-serien. Fatet är 34 x 26 cm stort och har låga kanter. Tål maskindisk, mikrovågsugn och ugn.</div>","Produktinformation_Art._nummer_50100605,Produktinformation_Material_Keramik,Produktinformation_Mått_34 x 3 x 26 cm,Produktinformation_Vikt_1,6 kg,Produktinformation_EAN_6416550720123",Duka,Serveringskärl,50100605,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100605_01_webstore_yvvcge.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100605_02_webstore_te0bhl.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100605_03_webstore_mtx4xu.jpg?_i=AB",Koti Serveringsfat 34 cm | NordicDetails.se,"Ett vitt serveringsfat i keramik i den tidlösa KOTI-serien. Fatet är 34 x 26 cm stort och har låga kanter. Tål maskindisk, mikrovågsugn och ugn.",50100605
Koti,Serveringsfat sockervadd 13 x 35 cm,Ej Lager,"<div>Ett serveringsfat i den rosa nyansen sockervadd. Tålig och hållbar keramik. Storlek 35 x 13 cm. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50050921,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_13 x 3 x 35 cm,Produktinformation_Vikt_0,46 kg,Produktinformation_EAN_6416550227806,Produktinformation_Ursprungsland_Kina",Duka,Serveringskärl,50050921,"50050912,50050922,50050919,50050920,50050913,50050916,50050917,50050925,50050924","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/50050921_02_webstore_uxeu5l.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/50050921_01_webstore_oynlul.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50050921_23_webstore_nqkcbq.jpg?_i=AB",Koti Serveringsfat sockervadd 13 x 35 cm | NordicDetails.se,"Ett serveringsfat i den rosa nyansen sockervadd. Tålig och hållbar keramik. Storlek 35 x 13 cm. Tål ugn, mikro och diskmaskin.",50050921
Mumin,Lilla My-ströare,Ej Lager,"<div>En ströare i rostfritt stål. Utsidan är rosa med en bild av Lilla My framtill. Locket är högblankt med hål som är 4 mm i diameter. Ströaren rymmer 1,7 dl. Handdisk rekommenderas.</div>","Produktinformation_Art._nummer_61273036,Produktinformation_Material_Rostfritt stål,Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Vikt_0,09 kg,Produktinformation_EAN_6416550228735",Duka,Serveringskärl,61273036,"61256283,61256286,61256285,61256284,61256282,61256280,61256287,61256288,61256290,61256292,61256293,61256296","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273036_01_webstore_rz66wz.jpg?_i=AB",Mumin Lilla My-ströare | NordicDetails.se,"En ströare i rostfritt stål. Utsidan är rosa med en bild av Lilla My framtill. Locket är högblankt med hål som är 4 mm i diameter. Ströaren rymmer 1,7 dl. Handdisk rekommenderas.",61273036
Mumin,"Trädkrona-vattenflaska 4,5 dl",Finns Lager,"<div>Glasflaska med silikonskydd. Skyddet dekoreras av ett Mumin Trädkrona-motiv i orange nyanser. Välbekanta muminfigurer kikar fram bland trädtopparna i djungeln i detta motiv. Tillverkad av tåligt borosilikatglas. Volym 4,5 dl. Skruvkork med ögla. Handdisk rekommenderas.</div>","Produktinformation_Art._nummer_61256286,Produktinformation_Material_Borosilikatglas, silikon, stål,Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Mått_6,5 x 21 x 3 cm,Produktinformation_Vikt_0,29 kg,Produktinformation_EAN_6416550228643",Kök,Köksredskap,61256286,"61256285,61256283,61256280,61256282,61256284,61256287,61256288,61256292,61256290,61256293,61256296","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256286_01_webstore_kg4pxk.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256286_02_webstore_ud79nx.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256286_03_webstore_xea2z5.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256286_05_webstore_ozwklt.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256286_06_webstore_bjz5nk.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61256286_07_webstore_omturf.jpg?_i=AB","Mumin Trädkrona-vattenflaska 4,5 dl | NordicDetails.se","Glasflaska med silikonskydd. Skyddet dekoreras av ett Mumin Trädkrona-motiv i orange nyanser. Välbekanta muminfigurer kikar fram bland trädtopparna i djungeln i detta motiv. Tillverkad av tåligt borosilikatglas. Volym 4,5 dl. Skruvkork med ögla. Handdisk ",61256286
Mumin,"Smörblomma-vattenflaska 3,5 dl",Finns Lager,"<div>Genomskinlig vattenflaska med sugrör, härligt mönstrad med muminfigurer på en blomsteräng. Tillverkad i bpa-fri och hållbar tritan-plast. Det praktiska locket är rosa, med handtag, uppfällbar sugpip och snabblås för upphängning på väskan, till exempel. Flaskan rymmer 3,5 dl.</div>","Produktinformation_Art._nummer_61256086,Produktinformation_Material_Plast (tritan, PP),Produktinformation_Volym_3,5 dl,Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Mått_7 x 20 x 7 cm,Produktinformation_Vikt_0,09 kg,Produktinformation_EAN_6416550228162,Produktinformation_Ursprungsland_Kina",Duka,Drickflaskor,61256086,"61256270,61256269","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/media/wysiwyg/61256086_01_webstore_itanzx.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/media/wysiwyg/61256086_02_webstore_e920ki.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/media/wysiwyg/61256086_03_webstore_hvdfvc.jpg?_i=AB","Mumin Smörblomma-vattenflaska 3,5 dl | NordicDetails.se","Genomskinlig vattenflaska med sugrör, härligt mönstrad med muminfigurer på en blomsteräng. Tillverkad i bpa-fri och hållbar tritan-plast. Det praktiska locket är rosa, med handtag, uppfällbar sugpip och snabblås för upphängning på väskan, till exempel. Fl",61256086
