SUPPLIER PRODUCT NUMBER,SUPPLIER PRODUCT NAME,SUPPLIER EAN CODE ,PACKAGING UNIT,RETAIL PRICE (MSRP),PURCHASE PRICE (EXCL. VAT),BRAND,CATEGORY,MATERIAL,COLOR,COUNTRY OF ORIGIN,PRODUCT DESCRIPTION,MICROWAVE SAFE,CLEANING/WASHING INSTRUCTIONS,DISHWASHER SAFE,HANDMADE,DIAMETER (CM),WIDTH (CM) ,HEIGHT (CM),LENGHT (CM),CAPACITY (ML),NET PRODUCT WEIGHT (GRAMS),PACKAGE DIMENSIONS: LENGTH (CM),PACKAGE DIMENSIONS: HEIGHT (CM),PACKAGE DIMENSIONS: WIDTH (CM),GROSS WEIGHT INCL. PACKAGE (GRAMS)
130-5,Eiffel Hobnail Jug 1L Beryl,5740009200760,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Beryl,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-7,Eiffel Hobnail Jug 1L Blue smoke,5740009200777,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Blue smoke,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-9,Eiffel Hobnail Jug 1L Cashmere,5740009200784,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Cashmere,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-10,Eiffel Hobnail Jug 1L Crystal,5740009200807,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Crystal,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-12,Eiffel Hobnail Jug 1L Citron,5740009200791,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Citron,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-14,Eiffel Hobnail Jug 1L Light blue,5740009201064,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Light blue,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-21,Eiffel Hobnail Jug 1L Light Green,5740009200814,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Light green,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-27,Eiffel Hobnail Jug 1L Lavender,8595711802798,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Lavender,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-30,Eiffel Hobnail Jug 1L New brown,8595711802170,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,New Brown,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-32,Eiffel Hobnail Jug 1L Olivegreen,5740009208483,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Olivegreen,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-40,Eiffel Hobnail Jug 1L Lilla,5740009201071,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Lilla,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
130-50,Eiffel Hobnail Jug 1L Rosa,5740009200838,1 pcs / 1 box,"€116,25","€46,50",Anna von Lipa,Jugs and Carafes, Glass,Rosa,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
135-25,Eiffel Hobnail Jug 1L Crystal + Gold,8595711804365,1 pcs / 1 box,"€167,00","€66,80",Anna von Lipa,Jugs and Carafes, Glass,Crystal + Gold,Czech Republic,"Tall, slender and proud. The Eiffel vase in the traditional Bohemian hobnail pattern is an elegant piece, mouthblown and handmade by professionals with decades of experience. Used for wine, water or flowers – or just as a decoration in itself – it is sure to be a centerpiece in any household. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,17,-,27,No Length,1000,1755,"13,5",30,"13,8",1755
150-1,Swirl Jug 2L Amber,5740009200524,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Amber,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-5,Swirl Jug 2L Beryl,5740009200548,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Beryl,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-7,Swirl Jug 2L Blue smoke,5740009200555,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Blue smoke,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-9,Swirl Jug 2L Cashmere,5740009201125,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Cashmere,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-10,Swirl Jug 2L Crystal,5740009200586,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Crystal,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-12,Swirl Jug 2L Citron,5740009200562,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Citron,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-14,Swirl Jug 2L Light blue,5740009201132,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Light blue,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-21,Swirl Jug 2L Light Green,5740009200593,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Light green,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-27,Swirl Jug 2L Lavender,8595711802804,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Lavender,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-30,Swirl Jug 2L New brown,8595711802187,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,New Brown,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-32,Swirl Jug 2L Olivegreen,5740009208506,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Olivegreen,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
150-40,Swirl Jug 2L Lilla,5740009201248,1 pcs / 1 box,"€127,50","€51,00",Anna von Lipa,Jugs and Carafes, Glass,Lilla,Czech Republic,"The Swirl jug is an example of how thoughtful design can unite practicality and aesthetics; mouthblown by experts in Bohemia and designed with European flair, it is a graceful and useful design that fits any home.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,20,-,22,No Length,2000,1555,"18,5",24,"18,7",1555
